,City,Cloudiness,Country,Date,Humidity,Temperature,Latitude,Longitude,Wind Speed
355,Naze,50,JP,1612552790,76,60.67,28.3667,129.4833,11.79
356,Emirdağ,0,TR,1612552845,63,44.19,39.0197,31.15,2.3
357,Turukhansk,100,RU,1612552846,87,-25.06,65.8167,87.9833,5.53
358,Nanortalik,0,GL,1612552743,76,21.04,60.1432,-45.2371,2.46
359,Mahanje,3,TZ,1612552848,94,66.88,-9.9333,35.3333,3.65
360,Farafangana,100,MG,1612552850,83,80.15,-22.8167,47.8333,10.98
361,Columbus,90,US,1612552565,55,30.2,39.9612,-82.9988,19.57
362,Omboué,100,GA,1612552852,88,79.36,-1.5746,9.2618,7.2
363,Northam,10,GB,1612552853,90,42.01,51.0333,-4.2167,1.01
364,Ekhabi,100,RU,1612552854,89,-8.34,53.5102,142.9671,17.07
365,Esim,0,GH,1612552855,85,80.47,4.8699,-2.2405,8.14
366,Gamba,99,GA,1612552576,87,78.76,-2.65,10.0,5.19
367,Marsaxlokk,0,MT,1612552857,94,60.01,35.8419,14.5431,5.75
368,Lerwick,90,GB,1612552858,55,33.8,60.1545,-1.1494,21.85
369,Betioky,100,MG,1612552860,86,77.27,-23.7167,44.3833,3.47
370,Namie,100,JP,1612552861,67,36.0,37.4833,141.0,1.01
371,San Cristobal,40,VE,1612552862,51,86.0,7.7669,-72.225,17.27
372,Port Lincoln,100,AU,1612552863,78,63.52,-34.7333,135.8667,19.6
373,Kampot,20,KH,1612552864,94,73.4,10.6167,104.1833,2.3
374,Baykit,100,RU,1612552662,88,-0.9,61.67,96.37,3.22
375,Kharagauli,90,GE,1612552866,81,48.2,42.0214,43.1977,11.5
376,Port-Gentil,40,GA,1612552868,89,82.4,-0.7193,8.7815,6.91
377,Pevek,100,RU,1612552869,86,-15.54,69.7008,170.3133,1.61
378,Tabou,57,CI,1612552589,86,79.74,4.423,-7.3528,7.0
379,São João da Barra,0,BR,1612552871,61,84.2,-21.6403,-41.0511,16.11
380,Tambura,9,SS,1612552872,20,78.91,5.6,27.4667,6.49
381,Mount Gambier,75,AU,1612552873,100,53.6,-37.8333,140.7667,6.91
382,Kerema,98,PG,1612552767,69,80.13,-7.9631,145.7785,3.15
383,Beringovskiy,100,RU,1612552624,90,-4.94,63.05,179.3167,12.57
384,Camacha,20,PT,1612552877,67,57.2,33.0833,-16.3333,20.71
385,Honiara,29,SB,1612552610,82,77.29,-9.4333,159.95,2.98
386,Phalombe,86,MW,1612552871,88,70.75,-15.8064,35.6507,3.53
387,Kloulklubed,75,PW,1612552673,89,78.8,7.0419,134.2556,9.22
388,Shingū,99,JP,1612552691,71,46.04,33.7333,135.9833,4.54
389,Marawi,92,PH,1612552774,92,73.0,7.9986,124.2928,5.99
390,Lomovka,90,RU,1612552883,100,32.0,53.9194,58.3672,11.18
391,Devils Lake,90,US,1612552884,78,3.2,48.1128,-98.8651,16.11
392,Sitka,90,US,1612552886,93,35.6,57.0531,-135.33,4.61
393,Mapua,98,NZ,1612552887,75,55.0,-41.25,173.1,1.01
394,Pembroke,75,CA,1612552888,69,35.01,45.8168,-77.1162,11.5
395,Bundaberg,61,AU,1612552592,88,71.01,-24.85,152.35,5.75
396,Helong,36,CN,1612552890,93,22.68,42.5397,128.9972,5.26
397,Alvarães,75,BR,1612552891,94,78.8,-3.2208,-64.8042,6.91
398,Kenai,1,US,1612552793,78,7.0,60.5544,-151.2583,5.61
399,Belmonte,75,BR,1612552894,79,86.0,-15.8631,-38.8828,13.8
400,Sittwe,0,MM,1612552895,65,64.42,20.15,92.9,6.87
401,Abakaliki,22,NG,1612552896,14,86.18,6.3163,8.1169,1.77
402,Shache,0,CN,1612552897,81,29.89,38.4167,77.2406,2.51
403,Yulara,0,AU,1612552898,32,68.0,-25.2406,130.9889,9.22
404,Remontnoye,100,RU,1612552899,86,33.8,46.5614,43.6501,38.03
405,Lima,20,PE,1612552700,65,77.0,-12.0432,-77.0282,9.22
406,Trincomalee,3,LK,1612552901,79,77.68,8.5711,81.2335,9.95
407,São Félix do Xingu,92,BR,1612552903,81,83.32,-6.6447,-51.995,4.74
408,Turek,100,PL,1612552904,75,30.0,52.0155,18.5005,1.01
409,Sibolga,100,ID,1612552630,83,76.14,1.7427,98.7792,3.94
410,Port Blair,3,IN,1612552906,79,78.3,11.6667,92.75,6.8
411,Zhezkazgan,0,KZ,1612552907,97,20.34,47.8043,67.7144,4.5
412,Schifferstadt,75,DE,1612552908,100,46.99,49.3872,8.3747,2.01
413,Khandyga,100,RU,1612552762,81,-36.81,62.6667,135.6,0.83
414,Kaspiysk,90,RU,1612552910,87,48.2,42.8816,47.6392,11.18
415,Pāvugada,0,IN,1612552911,43,68.05,14.1,77.2667,9.19
416,Hurghada,0,EG,1612552913,45,68.0,27.2574,33.8129,13.8
417,Sur,0,OM,1612552914,67,64.67,22.5667,59.5289,3.89
418,Port Hardy,40,CA,1612552915,81,44.6,50.6996,-127.4199,8.05
419,Vanderbijlpark,100,ZA,1612552916,85,66.99,-26.7117,27.838,2.44
420,Wakkanai,100,JP,1612552790,96,25.21,45.4094,141.6739,3.4
421,Fukuechō,100,JP,1612552918,90,51.1,32.6881,128.8419,6.13
422,Colares,75,PT,1612552919,82,55.0,38.7992,-9.4469,17.27
423,Dubai,0,AE,1612552842,46,73.0,25.2582,55.3047,6.91
424,Saint-André-les-Vergers,100,FR,1612552922,93,48.2,48.2853,4.0521,5.75
425,Christchurch,100,NZ,1612552923,93,55.99,-43.5333,172.6333,5.75
426,Tiznit Province,9,MA,1612552924,62,53.94,29.5833,-9.5,12.08
427,Tucumã,63,BR,1612552925,68,85.78,-0.1833,-50.05,9.95
428,Chul'man,99,RU,1612552926,84,-25.46,56.8479,124.9104,3.62
429,Emilio Carranza,1,MX,1612552927,61,77.83,19.9711,-96.6114,3.71
430,Moose Factory,75,CA,1612552928,55,30.2,51.2585,-80.6094,10.36
431,Cláudio,44,BR,1612552929,79,78.93,-20.4433,-44.7658,6.89
432,Birao,74,CF,1612552769,17,78.98,10.2849,22.7882,10.49
433,Guerrero Negro,0,MX,1612552932,44,67.32,27.9769,-114.0611,12.3
434,Chilca,20,PE,1612552933,65,77.0,-12.5211,-76.7372,9.22
435,Chui,31,UY,1612552636,63,70.48,-33.6971,-53.4616,13.47
436,Kuching,40,MY,1612552639,94,77.0,1.55,110.3333,3.44
437,Sioux Lookout,90,CA,1612552882,65,-4.0,50.1001,-91.917,14.97
438,Vila Franca do Campo,40,PT,1612552937,67,57.0,37.7167,-25.4333,11.5
439,Katherine,40,AU,1612552938,100,73.4,-14.4667,132.2667,6.91
440,Bambanglipuro,100,ID,1612552735,87,76.05,-7.95,110.2833,3.58
441,Yaan,2,NG,1612552941,14,86.09,7.3833,8.5667,4.7
442,Chennai,0,IN,1612552830,78,71.6,13.0878,80.2785,10.16
443,The Valley,20,AI,1612552943,69,82.4,18.217,-63.0578,16.11
444,Coracora,85,PE,1612552944,61,61.03,-15.0333,-73.7833,9.57
445,Slavutych,0,UA,1612552945,94,16.97,51.5196,30.7343,8.01
446,Marsá Maţrūḩ,40,EG,1612552946,72,62.6,31.3525,27.2453,11.5
447,Saldanha,0,ZA,1612552947,77,66.2,-33.0117,17.9442,11.5
448,Sinnamary,72,GF,1612552948,83,78.84,5.3833,-52.95,13.87
449,Ayagoz,100,KZ,1612552830,92,18.14,47.9714,80.4392,6.24
450,Turochak,100,RU,1612552951,97,23.36,52.2576,87.1224,1.9
451,Nemuro,100,JP,1612552952,90,27.97,43.3236,145.575,13.2
452,Baghdad,90,IQ,1612552750,76,55.4,33.3406,44.4009,2.3
453,Ailigandí,100,PA,1612552954,73,82.56,9.2333,-78.0167,9.51
454,Bukama,93,CD,1612552955,80,74.97,-9.2,25.85,0.83
455,Paita,75,PE,1612552956,61,80.6,-5.0892,-81.1144,12.66
456,Willowmore,0,ZA,1612552957,64,72.0,-33.2926,23.4895,15.84
457,Manaia,66,NZ,1612552958,97,62.01,-39.55,174.1333,9.64
458,Carauari,100,BR,1612552775,92,80.73,-4.8828,-66.8958,4.47
459,Biharkeresztes,75,HU,1612552961,93,45.0,47.1333,21.7167,4.61
460,New Bern,90,US,1612552926,87,53.6,35.1085,-77.0441,13.8
461,Palmer,90,US,1612552963,81,39.99,42.1584,-72.3287,5.75
462,Iqaluit,75,CA,1612552741,79,21.2,63.7506,-68.5145,23.02
463,Panabá,0,MX,1612552965,51,85.48,21.2833,-88.2667,10.8
464,Orlik,6,RU,1612552966,79,-12.77,52.5178,99.825,3.11
465,San Felipe,68,VE,1612552967,69,82.53,10.3399,-68.7425,7.85
466,Uray,100,RU,1612552968,98,33.48,60.1247,64.7758,11.61
467,Dinguiraye,100,GN,1612552970,15,83.41,11.3,-10.7167,2.71
468,Makassar,40,ID,1612552971,94,75.2,-5.14,119.4221,2.3
469,Pavlodar,90,KZ,1612552960,93,30.2,52.3,76.95,2.24
470,Burnie,100,AU,1612552973,98,62.01,-41.0667,145.9167,9.42
471,Shimonoseki,75,JP,1612552974,81,46.4,33.95,130.95,6.91
472,Virginia Beach,100,US,1612552880,89,48.99,36.8529,-75.978,3.0
473,Rovaniemi,0,FI,1612552966,85,14.0,66.5,25.7167,10.36
474,Hamilton,90,US,1612552825,55,34.0,39.1834,-84.5333,16.11
475,Talara,75,PE,1612552978,61,80.6,-4.5772,-81.2719,12.66
476,Synya,92,RU,1612552980,91,-6.36,65.3718,58.0387,5.53
477,Togur,100,RU,1612552981,95,6.62,58.3631,82.8265,7.14
478,Molina,40,CL,1612552982,68,82.99,-35.1167,-71.2833,4.61
479,Miandrivazo,100,MG,1612552983,80,80.6,-19.5167,45.4667,0.43
480,Minsk,40,BY,1612552901,85,12.2,53.9,27.5667,11.18
481,Pangoa,98,PE,1612552985,92,76.89,-12.1167,-73.0,4.9
482,Ancud,0,CL,1612552986,30,84.2,-41.8697,-73.8203,9.22
483,Boa Vista,90,BR,1612552988,51,87.8,2.8197,-60.6733,14.97
484,Karpathos,100,GR,1612552989,88,59.0,35.507,27.2132,10.36
485,São Luís do Quitunde,0,BR,1612552990,62,86.0,-9.3183,-35.5611,17.27
486,Bahile,100,PH,1612552991,92,75.92,9.9995,118.7878,4.99
487,Bengkulu,72,ID,1612552992,85,76.48,-3.8004,102.2655,4.85
488,Srednekolymsk,0,RU,1612552993,85,-21.84,67.45,153.6833,7.07
489,Thanh Hoa,0,VN,1612552994,93,62.6,19.8,105.7667,0.36
490,Tautira,55,PF,1612552995,65,82.0,-17.7333,-149.15,1.99
491,Kailua,20,US,1612552814,64,69.8,21.4022,-157.7394,7.65
492,Huarmey,81,PE,1612552789,62,76.14,-10.0681,-78.1522,11.9
493,Arman',77,RU,1612552746,87,-5.78,59.7,150.1667,11.56
494,Qaqortoq,1,GL,1612553000,35,21.2,60.7167,-46.0333,1.63
495,Bahía Blanca,0,AR,1612553001,11,97.79,-38.7196,-62.2724,7.36
496,La Ronge,80,CA,1612552731,57,-20.2,55.1001,-105.2842,9.22
497,Zachary,90,US,1612553003,76,48.0,30.6485,-91.1565,4.61
498,Moindou,90,NC,1612553004,100,73.4,-21.6924,165.677,2.3
499,Whitehorse,20,CA,1612552811,70,-13.0,60.7161,-135.0538,0.87
500,Yelizovo,100,RU,1612552723,71,-7.6,53.1873,158.3805,8.95
501,Cayenne,90,GF,1612553008,83,80.6,4.9333,-52.3333,10.36
502,Hualmay,77,PE,1612553009,63,75.97,-11.0964,-77.6139,12.1
503,Ust-Tsilma,100,RU,1612553010,88,-11.79,65.441,52.1498,8.79
504,Guatire,40,VE,1612553011,70,89.6,10.4762,-66.5427,7.36
505,Berezniki,100,RU,1612553012,100,35.01,59.4152,56.8124,5.99
506,Katsuura,75,JP,1612553013,75,42.8,35.1333,140.3,11.5
507,Parkes,100,AU,1612553014,91,71.01,-33.1333,148.1833,1.99
508,Selvazzano Dentro,82,IT,1612553016,89,51.01,45.3914,11.8005,0.27
509,Banjar,40,ID,1612553017,94,78.8,-8.19,114.9675,5.75
510,Liverpool,40,GB,1612552760,87,44.6,53.4106,-2.9779,9.22
511,Broken Hill,0,AU,1612552749,63,62.6,-31.95,141.4333,10.36
512,Bathsheba,40,BB,1612553020,54,84.2,13.2167,-59.5167,23.02
513,Vincennes,0,FR,1612553021,81,51.01,48.85,2.4333,3.44
514,Shimoda,57,JP,1612553022,53,45.0,34.6667,138.95,5.01
515,Kiama,100,AU,1612553023,86,73.0,-34.6833,150.8667,13.0
516,Vilyuysk,0,RU,1612553024,79,-42.57,63.7553,121.6247,4.29
517,Hvittingfoss,0,NO,1612553026,61,17.01,59.4833,10.0167,3.0
518,Vigrestad,0,NO,1612553027,73,19.99,58.5667,5.7,3.44
519,Ust'-Barguzin,99,RU,1612553028,89,-0.13,53.45,108.9833,1.72
520,Harrismith,73,ZA,1612553029,93,61.5,-28.2728,29.1295,6.29
521,Yankton,1,US,1612552779,63,19.4,42.8711,-97.3973,20.71
522,Half Moon Bay,1,US,1612553032,54,62.01,37.4636,-122.4286,1.88
523,Okha,100,RU,1612553033,89,-7.78,53.5739,142.9478,17.69
524,Manadhoo,81,MV,1612553034,75,81.68,5.7667,73.3833,11.25
525,Ndélé,14,CF,1612553035,17,81.32,8.4109,20.6473,7.31
526,Samaná,20,DO,1612553036,74,86.0,19.2056,-69.3369,11.5
527,Santa María Rayón,1,MX,1612553037,12,78.8,19.1444,-99.5836,5.75
528,Calabar,13,NG,1612553038,69,83.59,4.9517,8.322,5.48
529,Aykhal,56,RU,1612552828,81,-34.6,66.0,111.5,3.36
530,Hauterive,100,FR,1612553041,93,44.6,46.0901,3.4459,2.3
531,Coromandel,100,BR,1612553042,75,79.83,-18.4733,-47.2003,6.35
532,Kangaatsiaq,0,GL,1612552784,82,9.27,68.3065,-53.4641,10.33
533,Sisimiut,55,GL,1612553044,74,12.79,66.9395,-53.6735,11.97
534,Evensk,100,RU,1612553045,92,1.53,61.95,159.2333,16.22
535,Edd,12,ER,1612553046,49,77.7,13.9297,41.6925,6.49
536,Raul Soares,87,BR,1612553049,66,84.67,-20.1022,-42.4519,7.99
537,Verkhnyaya Toyma,100,RU,1612553050,89,-5.69,62.2349,44.9985,7.7
538,Walvis Bay,88,NA,1612553052,82,64.99,-22.9575,14.5053,6.91
539,Kenora,75,CA,1612553053,65,0.0,49.8167,-94.4337,14.97
540,San Andrés,20,CO,1612552798,74,84.2,12.5847,-81.7006,10.36
541,Paraíso,0,CR,1612553055,47,82.4,9.8383,-83.8656,11.5
542,Borgomanero,95,IT,1612553056,95,48.0,45.7024,8.4581,1.1
543,Marystown,100,CA,1612553057,85,36.95,47.1666,-55.1483,16.6
544,Constitución,58,CL,1612553058,66,65.59,-35.3333,-72.4167,5.91
545,Buritis,76,BR,1612553059,57,86.92,-15.6178,-46.4233,5.84
546,Sāveh,100,IR,1612553061,66,52.56,35.0213,50.3566,1.16
547,Dzhebariki-Khaya,100,RU,1612553062,82,-33.9,62.2167,135.8,0.96
548,Pemba,20,MZ,1612552989,83,82.4,-12.974,40.5178,6.91
549,Kidal,67,ML,1612553064,16,76.03,18.4411,1.4078,8.57
550,Katangli,100,RU,1612552780,90,-6.97,51.7102,143.2326,7.87
551,Kamenka,100,RU,1612553066,86,17.01,51.3223,42.7678,14.0
552,Garoowe,2,SO,1612553067,73,67.12,8.4054,48.4845,13.98
553,Sandane,0,NO,1612552875,73,19.4,61.7728,6.215,6.91
554,Klaksvík,20,FO,1612553069,80,32.0,62.2266,-6.589,5.75
555,Cockburn Town,40,TC,1612552936,69,80.6,21.4612,-71.1419,13.8
556,San Jose,1,US,1612553072,44,64.0,37.3394,-121.895,4.61
557,Usinsk,87,RU,1612553008,89,-10.32,65.9939,57.5281,13.49
558,Lyuban',22,BY,1612553074,96,12.07,52.7985,28.0048,8.59
559,Carbonia,0,IT,1612552988,87,57.2,39.1672,8.5222,6.91
560,Cururupu,0,BR,1612553076,58,85.82,-1.8283,-44.8683,7.85
561,Muskegon,90,US,1612553077,73,16.0,43.3,-86.1334,19.57
562,Leh,0,IN,1612553078,60,4.53,34.1667,77.5833,2.26
563,Portlethen,90,GB,1612553079,93,34.0,57.0547,-2.1307,14.97
564,Muhafazat Lahij,0,YE,1612553080,69,68.68,13.1667,44.5833,7.56
565,Fayaoué,2,NC,1612553082,82,79.72,-20.65,166.5333,12.82
566,Teguise,40,ES,1612553083,77,57.2,29.0605,-13.564,9.22
567,St. George's,20,GD,1612552862,61,84.2,12.0564,-61.7485,23.02
568,Catió,91,GW,1612553085,52,78.91,11.2833,-15.25,9.69
569,Clonakilty,75,IE,1612553086,87,41.0,51.6231,-8.8706,9.22
570,Los Llanos de Aridane,20,ES,1612553087,55,60.8,28.6585,-17.9182,20.71
571,Luau,99,AO,1612553088,83,69.03,-10.7073,22.2247,2.04
572,Miramar,40,US,1612553089,36,80.01,25.9873,-80.2323,8.05
573,Churapcha,100,RU,1612553090,80,-36.78,62.0025,132.4325,2.73
574,Blagoyevo,99,RU,1612553092,89,-10.17,63.3667,47.9167,8.59
575,Tezu,32,IN,1612553044,28,62.2,27.9167,96.1667,4.79
576,Dandong,100,CN,1612553094,97,27.46,40.1292,124.3947,2.06
577,El Salvador,20,SV,1612553095,47,89.6,13.8333,-88.9167,8.05
578,Kimbe,66,PG,1612553096,90,75.25,-5.5502,150.1429,2.48
579,Morris,75,US,1612553097,76,44.6,40.8334,-74.5329,6.91
580,Casino,31,AU,1612553098,100,66.2,-28.8667,153.05,3.44
581,Hillsborough,1,US,1612553100,67,62.01,37.5741,-122.3794,3.44
582,Tabas,4,IR,1612553101,20,51.8,33.5959,56.9244,4.61
583,Örnsköldsvik,0,SE,1612552931,86,15.8,63.2909,18.7153,6.91
584,Chimbote,4,PE,1612552953,59,76.46,-9.0853,-78.5783,11.27
585,Lodja,100,CD,1612553105,70,77.45,-3.4833,23.4333,0.47
586,Tavira,40,PT,1612553106,87,55.0,37.1273,-7.6486,11.5
587,Yatou,0,CN,1612553107,84,40.08,37.15,122.3833,12.12
